UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
BA;ANTAS;1758;431;0;31;0;113;12;0;0;9;964;166;11;0;17;0;0;0;0;0;0;4
BA;ANTONIO CARDOSO;1080;309;0;5;6;32;18;0;0;36;612;18;20;0;9;15;0;0;0;0;0;0
BA;ANTONIO GONCALVES;1162;390;0;26;3;79;13;0;0;11;584;32;11;0;3;7;0;0;0;0;0;3
BA;APORA;2154;559;0;39;0;80;41;0;0;30;1190;159;32;0;19;1;0;0;0;0;0;4
BA;APUAREMA;750;192;0;27;0;59;23;0;0;7;406;25;10;0;1;0;0;0;0;0;0;0
BA;ARACAS;1670;707;0;66;1;109;41;0;2;18;582;95;31;0;12;1;0;0;0;0;2;3
BA;ARACATU;1860;630;0;114;13;181;23;0;0;32;759;55;33;0;5;13;0;0;0;0;0;2
BA;ARACI;6522;2627;0;290;16;593;120;0;0;25;2386;313;64;0;50;10;0;0;0;0;2;26
BA;ARAMARI;1060;448;0;48;4;69;31;0;0;5;399;34;9;0;6;4;0;0;0;0;0;3
BA;ARATACA;723;253;0;30;0;65;22;0;0;0;327;16;3;0;5;0;0;0;0;0;0;2
BA;ARATUIPE;966;316;0;39;0;54;44;0;0;4;464;21;13;0;10;0;0;0;0;0;0;1
BA;AURELINO LEAL;1084;412;0;51;0;86;52;0;0;4;420;33;12;0;9;0;0;0;0;0;0;5
BA;BAIANOPOLIS;1735;464;0;47;4;173;23;0;0;6;870;89;40;0;14;4;0;0;0;0;0;1
BA;BAIXA GRANDE;2792;927;0;96;0;265;56;0;0;57;1241;82;47;0;18;0;0;0;0;0;1;2
BA;BANZAE;1403;300;0;22;0;97;11;0;0;6;831;108;21;0;7;0;0;0;0;0;0;0
BA;BARRA;4573;890;0;76;6;392;99;0;2;36;2524;479;36;0;13;5;0;0;0;0;1;14
BA;BARRA DA ESTIVA;5293;1546;0;233;15;726;68;0;0;63;2245;280;64;0;20;19;0;0;0;0;0;14
BA;BARRA DO CHOCA;3642;1429;0;132;5;363;71;0;0;203;1183;192;30;0;24;7;0;0;0;0;1;2
BA;BARRA DO MENDES;1420;597;0;70;1;240;24;0;0;29;382;51;18;0;3;0;0;0;0;0;0;5
BA;BARRA DO ROCHA;488;187;0;10;0;41;18;1;0;5;213;5;4;0;4;0;0;0;0;0;0;0
BA;BARREIRAS;65089;22959;0;2657;735;7142;1409;0;52;162;21217;5309;436;0;1056;1246;28;2;0;4;14;661
BA;BARRO ALTO;1488;577;0;52;0;161;16;0;0;16;587;53;21;0;2;0;0;0;0;0;1;2
BA;BARRO PRETO;433;199;0;18;0;46;10;0;0;0;139;9;11;0;1;0;0;0;0;0;0;0
BA;BARROCAS;3700;1398;0;101;2;175;42;0;0;5;1605;334;18;0;14;3;0;0;0;0;0;3
BA;BELMONTE;1875;595;0;54;5;174;44;0;1;8;767;163;11;0;34;16;0;0;0;0;1;2
BA;BELO CAMPO;1867;855;0;116;3;239;25;0;0;21;515;49;32;0;7;2;0;0;0;0;1;2
BA;BIRITINGA;2037;782;0;30;0;122;21;0;0;14;988;33;32;0;14;0;0;0;0;0;0;1
BA;BOA NOVA;920;380;0;36;4;102;39;0;0;48;243;27;24;0;7;6;0;0;0;0;0;4
BA;BOA VISTA DO TUPIM;1905;537;0;62;0;148;39;0;0;13;1002;61;24;0;19;0;0;0;0;0;0;0
BA;BOM JESUS DA LAPA;17574;3763;0;447;46;1397;161;0;30;74;10405;826;136;0;143;75;11;2;0;0;13;45
BA;BOM JESUS DA SERRA;754;262;0;33;0;91;25;0;0;54;252;13;20;0;3;0;0;0;0;0;0;1
BA;BONINAL;1893;757;0;80;5;273;31;0;0;27;597;60;40;0;9;8;0;0;0;0;1;5
BA;BONITO;1401;688;0;83;0;227;15;0;0;14;317;29;15;0;8;0;0;0;0;0;1;4
BA;BOQUIRA;3326;813;0;144;3;351;26;0;0;9;1759;143;71;0;2;2;0;0;0;0;1;2
BA;BOTUPORA;1645;571;0;67;4;197;15;0;0;3;636;93;49;0;3;5;0;0;0;0;1;1
BA;BREJOES;1851;799;0;95;5;172;42;0;0;11;640;41;37;0;6;1;0;0;0;0;0;2
BA;BREJOLANDIA;1551;222;0;33;1;98;10;0;0;8;1111;41;19;0;7;0;0;0;0;0;0;1
BA;BROTAS DE MACAUBAS;1209;428;0;34;2;239;48;0;0;55;359;17;22;0;2;2;0;0;0;0;0;1
BA;BRUMADO;31107;9777;0;1469;513;2657;290;0;12;271;13645;1085;360;0;199;731;3;3;0;1;10;81
BA;BUERAREMA;2569;1010;0;160;0;269;59;0;0;10;934;57;41;0;19;0;0;0;0;0;3;7
BA;BURITIRAMA;852;187;0;36;0;155;13;0;0;8;386;38;25;0;1;0;0;0;0;0;1;2
BA;CAATIBA;673;229;0;21;0;54;33;0;1;5;311;10;2;0;6;0;0;0;0;0;1;0
BA;CABACEIRAS DO PARAGUACU;1930;463;0;79;8;103;19;0;0;21;1078;87;50;0;15;5;0;0;0;0;1;1
BA;CACHOEIRA;4130;1985;0;120;3;293;168;0;0;116;1203;77;76;0;71;2;4;0;0;0;2;10
BA;CACULE;6464;2094;0;392;31;921;66;0;0;33;2488;303;50;0;34;27;0;0;0;1;1;23
BA;CAEM;1241;441;0;26;0;99;15;0;0;13;604;17;19;0;6;0;0;0;0;0;0;1
BA;CAETANOS;1031;286;0;67;2;138;7;0;0;15;477;18;17;0;2;1;0;0;0;0;1;0
BA;CAETITE;14027;5551;0;578;70;2104;432;0;1;106;4149;665;116;0;84;111;0;0;0;1;1;58
BA;CAFARNAUM;2108;729;0;77;1;232;23;0;0;5;938;60;33;0;3;4;0;0;0;0;1;2
BA;CAIRU;455;162;0;12;1;61;24;0;0;13;138;10;9;0;10;1;0;0;0;0;2;12
BA;CALDEIRAO GRANDE;1322;485;0;25;0;72;17;0;0;6;679;18;16;0;4;0;0;0;0;0;0;0
BA;CAMACAN;4526;1668;0;187;26;517;68;1;0;22;1715;181;45;0;52;35;1;0;0;0;0;8
BA;CAMACARI;75121;36259;0;2360;1215;4851;2477;3;1371;554;18421;3128;1259;0;1017;1773;39;3;0;4;26;361
BA;CAMAMU;3429;1152;0;160;3;332;118;1;0;41;1423;117;38;0;29;2;0;1;0;0;0;12
BA;CAMPO ALEGRE DE LOURDES;2112;310;0;112;1;234;26;0;0;12;1297;100;11;0;2;2;0;0;0;0;0;5
BA;CAMPO FORMOSO;11051;3989;0;263;121;1253;222;0;0;30;4527;294;107;0;37;172;3;0;0;0;2;31
BA;CANAPOLIS;1399;169;0;21;5;137;10;0;0;27;966;41;12;0;8;3;0;0;0;0;0;0
BA;CANARANA;3691;1412;0;189;28;320;20;0;0;27;1509;82;33;0;16;47;0;1;0;0;2;5
BA;CANAVIEIRAS;3783;1162;0;96;2;416;65;0;0;9;1749;192;15;0;56;2;0;0;0;1;6;12
BA;CANDEAL;779;207;0;21;0;43;15;0;0;18;415;22;24;0;12;0;0;0;0;0;2;0
BA;CANDEIAS;22785;9689;0;863;1163;1121;560;2;4;372;4429;1744;355;0;266;2154;1;0;0;7;3;52
BA;CANDIBA;2418;991;0;66;4;300;16;0;0;0;854;141;26;0;12;3;0;0;0;0;1;4
BA;CANDIDO SALES;4179;1624;0;323;10;608;63;0;0;41;1261;147;50;0;34;13;0;0;0;0;1;4
BA;CANSANCAO;4813;1838;0;203;15;458;55;0;0;69;1742;272;68;0;68;20;0;0;0;0;1;4
BA;CANUDOS;1813;571;0;61;3;182;16;0;0;9;851;68;45;0;7;0;0;0;0;0;0;0
BA;CAPELA DO ALTO ALEGRE;2054;589;0;96;4;119;17;0;0;26;1085;65;26;0;24;2;0;0;0;0;1;0
BA;CAPIM GROSSO;9780;2989;0;547;76;830;151;0;0;72;4220;596;65;0;136;78;0;0;0;0;3;17
BA;CARAIBAS;818;342;0;58;1;109;12;0;0;27;217;22;24;0;2;1;0;0;0;0;1;2
BA;CARAVELAS;2378;866;0;48;11;199;43;0;1;16;891;205;42;0;41;7;0;0;0;0;1;7
BA;CARDEAL DA SILVA;907;384;0;28;0;59;10;0;0;10;374;24;10;0;5;1;0;0;0;0;0;2
BA;CARINHANHA;4145;914;0;118;9;400;36;0;0;39;2471;59;47;0;33;12;0;0;0;0;3;4
BA;CASA NOVA;10667;2357;0;503;4;1175;100;0;2;218;5788;235;222;0;33;14;0;0;0;0;1;15
BA;CASTRO ALVES;4465;1367;0;158;18;286;83;0;0;24;2065;310;59;0;66;22;0;0;0;0;0;7
BA;CATOLANDIA;375;121;0;10;0;37;3;0;0;3;176;15;10;0;0;0;0;0;0;0;0;0
BA;CATU;13534;5817;0;427;123;857;394;2;1;139;3919;1118;114;0;344;229;1;1;0;10;3;35
BA;CATURAMA;1212;388;0;43;4;136;11;0;0;11;564;30;15;0;2;6;0;0;0;0;2;0
BA;CENTRAL;2195;923;0;91;6;206;28;0;0;31;830;51;14;0;4;5;0;0;0;0;2;4
BA;CHORROCHO;886;274;0;31;0;75;10;0;0;6;455;15;15;0;4;1;0;0;0;0;0;0
BA;CICERO DANTAS;6647;1750;0;153;1;470;74;0;0;36;3323;688;50;0;76;2;0;0;0;0;14;10
BA;CIPO;3451;863;0;54;3;120;40;0;0;11;1798;427;16;0;111;2;0;0;0;0;6;0
BA;COARACI;2957;1183;0;120;3;335;71;0;0;6;1068;106;20;0;38;1;0;0;0;0;1;5
BA;COCOS;3004;673;0;88;3;407;37;0;5;7;1640;84;43;0;7;4;0;0;0;0;1;5
BA;CONCEICAO DA FEIRA;3646;1143;0;248;18;190;84;0;0;121;1630;124;21;0;17;38;0;0;0;0;3;9
BA;CONCEICAO DO ALMEIDA;2597;946;0;131;1;228;52;0;0;39;1019;119;34;0;20;1;0;0;0;0;0;7
BA;CONCEICAO DO COITE;16933;6460;0;512;54;1233;247;0;0;122;6157;1720;121;0;190;65;1;0;0;0;7;44
BA;CONCEICAO DO JACUIPE;8385;2504;0;337;111;494;210;0;1;159;3355;985;29;0;83;85;0;0;0;0;17;15
BA;CONDE;2279;650;0;62;0;142;52;0;0;24;1138;152;25;0;26;3;0;0;0;0;1;4
BA;CONDEUBA;2899;1018;0;131;14;322;30;0;0;48;1049;179;76;0;9;20;0;0;0;0;0;3
BA;CONTENDAS DO SINCORA;568;146;0;25;0;52;4;0;0;9;302;16;10;0;2;1;0;0;0;0;0;1
BA;CORACAO DE MARIA;4221;1247;0;103;12;297;88;0;0;46;1977;339;60;0;28;16;0;0;0;0;1;7
BA;CORDEIROS;1149;411;0;39;0;109;24;0;0;18;474;39;21;0;9;0;0;0;0;0;0;5
BA;CORIBE;2136;460;0;51;1;294;30;0;1;20;1169;61;28;0;12;5;0;1;0;0;1;2
BA;CORONEL JOAO SA;1314;171;0;12;2;26;7;0;0;2;1013;52;25;0;2;2;0;0;0;0;0;0
BA;CORRENTINA;6361;964;0;169;21;642;70;0;6;38;3908;365;93;0;30;44;0;0;0;0;3;8
BA;COTEGIPE;1513;279;0;52;0;189;19;0;0;18;772;151;21;0;11;0;0;0;0;0;0;1
BA;CRAVOLANDIA;491;184;0;16;0;40;9;0;0;1;228;3;8;0;2;0;0;0;0;0;0;0
BA;CRISOPOLIS;2742;673;0;71;0;117;28;0;0;34;1619;147;38;0;8;0;0;0;0;0;1;6
BA;CRISTOPOLIS;1860;566;0;64;6;305;26;0;0;11;714;100;35;0;18;13;0;0;0;0;0;2
BA;CRUZ DAS ALMAS;24393;8474;0;1061;102;1395;336;0;1;318;10380;1657;95;0;333;146;0;1;0;0;12;82
BA;CURACA;2707;564;0;86;0;278;29;0;0;34;1619;44;37;0;14;0;1;0;0;0;0;1
BA;DARIO MEIRA;782;279;0;20;0;91;23;0;0;17;340;5;5;0;2;0;0;0;0;0;0;0
BA;DIAS D'AVILA;17545;8419;0;657;413;1063;485;0;261;110;3828;804;411;0;281;746;3;2;0;2;9;51
BA;DOM BASILIO;3240;652;0;316;19;280;26;0;0;15;1818;46;30;0;2;31;0;0;0;0;2;3
BA;DOM MACEDO COSTA;787;233;0;15;0;49;38;0;0;27;381;28;8;0;6;0;0;0;0;0;0;2
BA;ELISIO MEDRADO;1309;504;0;36;0;75;19;0;0;19;590;43;16;0;7;0;0;0;0;0;0;0
BA;ENCRUZILHADA;2004;628;0;88;3;245;38;0;0;33;879;55;14;0;13;5;1;0;0;0;1;1
BA;ENTRE RIOS;6494;2499;0;222;22;458;73;0;2;91;2440;459;102;0;85;18;0;0;0;0;5;18
BA;ERICO CARDOSO;1355;350;0;35;1;184;32;0;0;10;693;25;21;0;0;2;0;0;0;0;0;2
BA;ESPLANADA;4764;1590;0;147;12;360;71;0;0;40;1905;464;84;0;59;22;0;0;0;0;2;8
BA;EUCLIDES DA CUNHA;9911;3109;0;289;18;699;123;0;1;57;4930;384;163;0;79;19;2;0;0;0;12;26
BA;EUNAPOLIS;36406;12320;0;1349;212;3028;578;1;18;108;13537;3513;401;0;832;374;14;0;0;1;28;92
BA;FATIMA;1542;342;0;24;0;87;17;0;0;9;893;135;26;0;5;0;0;0;0;0;2;2
BA;FEIRA DA MATA;801;223;0;18;0;88;6;0;0;10;428;13;12;0;2;0;0;0;0;0;0;1
BA;FEIRA DE SANTANA;222635;99102;0;8632;2014;16399;5098;10;10;1249;65441;16050;1317;0;3277;2443;147;5;0;12;157;1272
BA;FILADELFIA;2529;711;0;129;7;166;18;0;0;13;1376;62;26;0;14;4;0;0;0;0;0;3
BA;FIRMINO ALVES;499;236;0;15;0;46;11;0;0;4;171;5;5;0;6;0;0;0;0;0;0;0
BA;FLORESTA AZUL;1032;450;0;44;3;57;40;0;0;3;386;33;2;0;11;0;0;0;0;0;0;3
BA;FORMOSA DO RIO PRETO;3653;794;0;154;25;430;48;0;0;10;1628;460;27;0;20;47;1;0;0;0;1;8
BA;GANDU;7125;2540;0;305;15;577;412;0;0;124;2755;289;30;0;41;18;0;0;0;0;8;11
BA;GAVIAO;628;207;0;22;1;42;10;0;0;17;299;9;8;0;11;2;0;0;0;0;0;0
BA;GENTIO DO OURO;1027;271;0;24;1;264;24;0;0;10;414;7;8;0;1;2;0;0;0;0;1;0
BA;GLORIA;2902;883;0;53;3;258;13;0;0;24;1539;72;46;0;9;2;0;0;0;0;0;0
BA;GONGOGI;408;169;0;12;0;26;28;0;0;1;162;6;3;0;0;0;0;0;0;0;0;1
BA;GOVERNADOR MANGABEIRA;5098;1937;0;197;11;243;53;0;0;46;2243;262;40;0;37;11;9;0;0;0;6;3
BA;GUAJERU;729;283;0;30;1;65;8;0;0;35;269;21;15;0;1;1;0;0;0;0;0;0
BA;GUANAMBI;37027;11158;0;1289;131;3859;381;0;8;98;16986;2356;199;0;237;169;0;1;0;0;15;140
BA;GUARATINGA;2605;707;0;90;1;252;43;0;0;7;1318;126;34;0;22;2;0;0;0;0;2;1
BA;HELIOPOLIS;1187;331;0;33;0;61;11;0;0;12;593;118;21;0;6;0;0;0;0;0;1;0
BA;IACU;4138;1247;0;151;5;297;47;0;1;27;2079;218;38;0;23;2;0;0;0;0;0;3
BA;IBIASSUCE;2259;787;0;89;11;296;25;0;0;23;885;93;21;0;6;17;0;0;0;0;1;5
BA;IBICARAI;3765;1712;0;144;9;315;134;0;0;13;1195;135;31;0;56;6;0;0;0;0;4;11
BA;IBICOARA;3717;1056;0;230;16;532;48;0;0;57;1600;67;65;0;13;24;0;1;0;0;2;6
BA;IBICUI;1897;639;0;56;1;171;36;0;0;21;869;71;14;0;14;1;0;0;0;0;3;1
BA;IBIPEBA;1476;570;0;43;0;198;14;0;0;31;554;42;18;0;1;1;0;0;0;0;1;3
BA;IBIPITANGA;2978;643;0;90;14;373;32;0;1;24;1551;180;37;0;2;25;0;0;0;0;0;6
BA;IBIQUERA;368;136;0;8;0;22;8;0;0;7;173;7;4;0;1;0;0;0;0;0;0;2
BA;IBIRAPITANGA;1613;634;0;67;0;185;113;0;0;28;529;35;15;0;5;1;0;0;0;0;1;0
BA;IBIRAPUA;1350;479;0;83;13;112;7;0;1;5;504;69;20;0;39;13;0;0;0;0;0;5
BA;IBIRATAIA;2955;894;0;77;11;218;131;0;0;50;1404;112;17;0;13;19;1;0;0;0;0;8
BA;IBITIARA;2533;961;0;106;6;319;32;0;0;55;920;66;51;0;4;8;0;0;0;0;0;5
BA;IBITITA;1878;938;0;52;1;191;35;1;0;14;586;26;27;0;4;0;0;0;0;0;1;2
BA;IBOTIRAMA;7369;2027;0;249;37;703;71;0;0;72;3479;527;37;0;70;56;0;0;0;0;18;23
BA;ICHU;1396;433;0;38;0;68;15;0;1;25;727;51;15;0;23;0;0;0;0;0;0;0
BA;IGAPORA;2429;933;0;112;9;416;24;0;0;32;778;62;40;0;10;9;0;0;0;0;4;0
BA;IGRAPIUNA;1343;301;0;51;2;104;41;0;0;33;755;25;23;0;2;0;0;0;0;0;0;6
BA;IGUAI;2502;795;0;66;0;273;65;0;0;46;1136;57;43;0;19;0;0;0;0;0;0;2
BA;ILHEUS;32564;17214;0;738;62;2815;996;0;26;164;8506;867;296;0;586;78;0;1;0;10;25;180
BA;INHAMBUPE;6424;1748;0;210;13;354;176;0;1;106;3119;523;85;0;49;14;0;0;0;0;6;20
BA;IPECAETA;1173;384;0;28;2;63;15;1;0;7;584;28;49;0;7;2;0;0;0;0;0;3
BA;IPIAU;11788;4246;0;394;18;960;246;0;1;48;4977;670;59;0;85;20;3;0;0;0;7;54
BA;IPIRA;13300;3347;0;438;52;1104;153;0;1;64;7439;383;115;0;104;69;0;0;0;0;10;21
BA;IPUPIARA;1249;282;0;60;2;273;34;0;0;23;540;16;6;0;7;2;0;0;1;0;0;3
BA;IRAJUBA;822;303;0;36;0;102;15;0;0;3;312;28;21;0;1;0;0;0;0;0;0;1
BA;IRAMAIA;910;281;0;40;8;108;15;0;0;11;385;23;21;0;4;13;0;0;0;0;1;0
BA;IRAQUARA;2725;1243;0;128;9;306;32;0;0;32;867;48;43;0;6;6;0;0;0;0;3;2
BA;IRARA;4999;1746;0;153;15;276;96;0;0;35;2296;251;75;0;39;10;0;0;0;0;4;3
BA;IRECE;24316;8811;0;925;88;2530;275;0;2;106;9606;1282;205;0;191;123;15;0;0;0;36;121
BA;ITABELA;5683;1687;0;273;25;556;72;0;0;11;2297;530;103;0;86;29;0;1;0;0;4;9
BA;ITABERABA;17669;5136;0;530;52;1432;264;0;1;97;7820;2009;83;0;140;46;3;1;0;0;12;43
BA;ITABUNA;63134;29382;0;1935;198;5096;1477;14;10;83;18636;3422;786;0;1071;712;3;2;0;2;43;262
BA;ITACARE;1736;645;0;27;0;186;54;0;0;30;671;72;9;0;24;0;0;0;0;0;1;17
BA;ITAETE;1838;474;0;69;0;197;24;0;0;16;980;45;25;0;6;0;0;0;0;0;2;0
BA;ITAGI;1338;383;0;44;0;138;16;0;0;3;711;32;6;0;3;0;0;0;0;0;0;2
BA;ITAGIBA;1451;541;0;30;0;156;43;0;0;54;559;38;21;0;4;0;0;0;0;0;0;5
BA;ITAGIMIRIM;1079;452;0;52;5;119;21;0;0;4;338;41;6;0;33;4;0;0;0;0;2;2
BA;ITAGUACU DA BAHIA;957;400;0;24;1;95;6;0;0;12;397;9;8;0;3;1;0;0;0;0;0;1
BA;ITAJU DO COLONIA;587;183;0;24;0;52;17;0;0;1;290;8;7;0;3;0;0;0;0;0;0;2
BA;ITAJUIPE;3089;1315;0;83;13;273;185;0;1;19;1047;90;17;0;41;1;1;0;0;0;1;2
BA;ITAMARAJU;16496;5140;0;462;43;1634;239;0;2;43;7115;1364;172;0;198;51;1;1;0;0;7;24
BA;ITAMARI;1005;291;0;46;0;63;58;0;0;11;515;15;2;0;2;0;0;0;0;0;0;2
BA;ITAMBE;2479;997;0;71;3;244;95;0;1;64;891;77;9;0;20;2;0;0;0;0;2;3
BA;ITANAGRA;471;146;0;21;0;29;8;0;0;1;238;17;5;0;6;0;0;0;0;0;0;0
BA;ITANHEM;3631;1228;0;72;3;474;27;0;1;12;1674;70;29;0;25;8;0;0;0;0;1;7
BA;ITAPARICA;2202;1015;0;36;0;81;148;0;0;35;701;82;71;0;22;7;0;0;0;0;0;4
BA;ITAPE;1059;411;0;26;2;91;17;0;0;0;481;17;5;0;7;1;0;0;0;0;0;1
BA;ITAPEBI;978;463;0;52;6;117;19;0;0;2;269;19;8;0;16;5;0;0;0;0;1;1
BA;ITAPETINGA;16878;6203;0;515;16;1559;316;0;6;58;7076;702;163;0;155;27;19;0;0;0;4;59
BA;ITAPICURU;1617;463;0;47;4;108;38;0;0;14;805;76;50;0;6;5;0;0;0;0;0;1
BA;ITAPITANGA;669;230;0;12;0;58;15;0;0;5;330;11;3;0;3;0;0;0;0;0;1;1
BA;ITAQUARA;786;320;0;42;5;92;18;0;0;9;244;3;9;0;6;36;0;0;0;0;0;2
BA;ITARANTIM;2525;739;0;95;3;289;31;0;0;19;1274;40;5;0;25;0;0;0;0;0;3;2
BA;ITATIM;3554;1005;0;220;13;253;47;0;0;33;1660;244;34;0;23;15;0;0;0;0;1;6
BA;ITIRUCU;2198;880;0;111;8;199;38;0;0;14;796;99;20;0;15;15;0;0;0;0;0;3
BA;ITIUBA;4463;1347;0;102;4;349;57;0;0;44;2266;193;71;0;22;2;0;0;0;0;2;4
BA;ITORORO;2758;1119;0;101;1;302;66;0;0;21;937;94;24;0;85;4;0;0;0;0;0;4
BA;ITUACU;3202;842;0;164;17;405;46;0;0;49;1450;138;44;0;11;25;0;0;0;0;3;8
BA;ITUBERA;4285;1154;0;156;2;399;91;0;0;19;2144;234;36;0;32;4;0;0;0;1;0;13
BA;IUIU;1600;318;0;42;0;172;16;0;0;7;1003;16;13;0;2;11;0;0;0;0;0;0
BA;JABORANDI;1488;199;0;70;8;201;15;0;0;1;932;13;30;0;8;9;0;0;0;0;0;2
BA;JACARACI;1620;758;0;50;3;245;26;0;0;20;448;27;37;0;4;1;0;0;0;0;0;1
BA;JACOBINA;23817;8761;0;758;42;2390;336;1;0;132;9820;977;209;0;258;46;11;0;0;0;21;55
BA;JAGUAQUARA;9887;3470;0;628;20;1151;217;0;0;30;3939;256;64;0;49;31;0;1;0;0;3;28
BA;JAGUARARI;5906;2286;0;259;17;597;178;0;0;79;2074;250;80;0;37;37;1;0;0;0;5;6
BA;JAGUARIPE;1248;376;0;44;1;110;64;0;0;28;574;12;27;0;6;1;0;0;0;0;0;5
BA;JANDAIRA;577;203;0;20;0;34;17;0;0;5;253;17;16;0;10;0;0;0;0;0;0;2
BA;JEQUIE;52174;17655;0;1718;294;3772;945;0;3;130;21558;4771;412;0;347;307;78;2;0;0;45;137
BA;JEREMOABO;5212;1401;0;95;8;373;44;0;0;36;3003;158;52;0;25;13;0;0;0;0;1;3
BA;JIQUIRICA;2621;670;0;51;0;177;44;0;0;26;1539;86;24;0;3;0;0;0;0;0;1;0
BA;JITAUNA;1470;524;0;32;1;153;34;0;0;13;652;43;13;0;1;1;0;0;0;0;0;3
BA;JOAO DOURADO;3481;1525;0;122;0;328;31;0;0;32;1300;87;30;0;10;1;3;0;0;0;5;7
BA;JUAZEIRO;79625;28843;0;2937;224;7527;1384;9;26;1002;32204;3152;978;0;575;483;15;3;0;1;31;231
BA;JUCURUCU;905;163;0;14;0;62;17;0;0;2;612;27;5;0;1;0;0;0;0;0;1;1
BA;JUSSARA;2303;713;0;64;1;203;14;0;0;20;1209;52;20;0;2;2;0;0;0;0;1;2
BA;JUSSARI;650;209;0;17;0;54;9;0;0;1;342;11;3;0;4;0;0;0;0;0;0;0
BA;JUSSIAPE;1683;363;0;71;0;187;11;0;0;29;975;21;24;0;2;0;0;0;0;0;0;0
BA;LAFAIETE COUTINHO;444;102;0;24;0;42;5;0;0;3;240;14;12;0;1;0;0;0;0;0;1;0
BA;LAGEDO DO TABOCAL;926;342;0;42;1;88;11;0;0;2;411;16;9;0;3;0;0;0;0;0;0;1
BA;LAGOA REAL;1671;679;0;66;0;305;38;0;1;13;509;27;26;0;4;2;0;0;0;0;1;0
BA;LAJE;3873;984;0;171;2;242;154;0;0;86;2003;158;51;0;18;3;0;0;0;0;0;1
BA;LAJEDAO;681;322;0;13;0;70;4;0;1;0;213;14;16;0;25;0;0;0;0;0;0;3
BA;LAJEDINHO;339;87;0;10;1;44;10;0;0;8;155;10;12;0;1;0;0;0;0;0;0;1
BA;LAMARAO;728;206;0;6;0;28;55;0;0;10;386;15;6;0;15;0;0;0;0;0;0;1
BA;LAPAO;3242;1258;0;145;2;314;23;3;0;17;1332;78;45;0;19;2;0;0;0;0;0;4
BA;LAURO DE FREITAS;64851;37468;0;2562;199;5974;3339;1;305;531;9971;1012;742;0;1288;306;12;1;0;22;49;1069
BA;LENCOIS;2358;482;0;31;1;111;41;0;1;17;1502;129;5;0;21;2;0;0;0;0;6;9
BA;LICINIO DE ALMEIDA;2349;911;0;117;6;250;17;0;0;16;927;64;22;0;8;5;0;0;0;0;1;5
BA;LIVRAMENTO DE NOSSA SENHORA;13715;3183;0;502;29;1471;160;0;3;67;7705;330;132;0;36;34;0;1;0;0;18;44
BA;LUIS EDUARDO MAGALHAES;35003;10749;0;1690;1369;4652;664;0;11;84;9063;3096;160;0;609;2370;21;6;0;3;25;431
BA;MACAJUBA;1196;335;0;30;1;105;18;0;0;27;579;60;37;0;2;0;0;0;0;0;2;0
BA;MACARANI;2660;840;0;98;0;226;31;0;1;15;1387;30;17;0;10;1;0;0;0;1;1;2
BA;MACAUBAS;8505;2319;0;234;20;929;88;0;1;33;4017;568;228;0;17;23;0;0;0;0;0;28
BA;MACURURE;541;169;0;21;0;70;7;0;0;4;250;6;9;0;1;0;0;0;0;0;0;4
BA;MADRE DE DEUS;2635;1404;0;102;43;217;106;0;1;50;400;159;34;0;49;58;0;0;0;1;1;10
BA;MAETINGA;664;217;0;45;1;96;11;0;0;12;260;9;13;0;0;0;0;0;0;0;0;0
BA;MAIQUINIQUE;1311;357;0;53;1;152;25;0;0;8;672;19;13;0;6;0;0;0;0;0;2;3
BA;MAIRI;2419;1003;0;77;0;263;50;0;0;30;871;42;44;0;34;0;0;0;0;0;0;5
BA;MALHADA;1886;357;0;45;4;169;14;0;0;15;1210;38;24;0;3;4;0;0;0;0;2;1
BA;MALHADA DE PEDRAS;1715;511;0;95;16;130;14;0;0;40;814;34;37;0;4;18;0;0;0;0;0;2
BA;MANOEL VITORINO;1250;467;0;60;36;159;46;0;0;18;401;23;11;0;2;24;0;0;0;0;1;2
BA;MANSIDAO;449;122;0;25;0;62;5;0;0;0;218;4;11;0;1;0;0;0;0;0;0;1
BA;MARACAS;4537;1537;0;242;23;605;89;0;0;25;1790;119;55;0;21;18;0;0;0;1;3;9
BA;MARAGOGIPE;4480;1703;0;137;7;246;78;0;0;55;2107;57;54;0;24;7;0;0;0;0;1;4
BA;MARAU;655;198;0;31;2;113;19;0;0;3;244;15;8;0;8;0;0;1;0;0;1;12
BA;MARCIONILIO SOUZA;1131;343;0;38;1;125;25;0;0;24;522;31;15;0;6;0;0;0;0;0;0;1
BA;MASCOTE;1085;419;0;46;5;135;21;0;0;4;387;25;10;0;24;7;0;0;0;0;1;1
BA;MATA DE SAO JOAO;8054;3300;0;246;28;496;191;0;31;92;2967;424;87;0;93;37;0;0;0;0;16;46
BA;MATINA;1366;463;0;18;0;160;8;0;0;17;619;47;32;0;2;0;0;0;0;0;0;0
BA;MEDEIROS NETO;4562;1657;0;97;13;444;36;0;21;21;1885;250;46;0;56;15;3;0;0;0;1;17
